id,epic_points_1,epic_points_2,epic_points_3,epic_points_4,epic_points_5,rare_points_1,rare_points_2,rare_points_3,rare_points_4,rare_points_5,uncm_points_1,uncm_points_2,uncm_points_3,uncm_points_4,uncm_points_5
1141,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1142,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1143,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1144,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1145,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1146,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1147,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1148,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1149,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1150,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1151,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1152,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1153,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1154,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1155,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1156,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1158,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1159,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1160,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1161,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1162,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1163,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1164,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1165,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1166,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1167,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1168,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1169,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1170,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1171,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1172,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1173,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1174,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1175,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1176,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1177,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1178,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1179,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1180,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1181,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1182,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1183,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1184,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1185,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1186,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1187,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1188,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1189,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1190,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1191,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1192,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1193,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1194,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1195,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1196,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1197,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1198,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1199,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1200,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1201,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1202,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1203,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1204,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1205,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1206,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1207,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1208,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1209,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1210,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1211,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1212,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1213,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1214,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1215,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1216,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1217,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1218,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1219,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1220,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1221,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1222,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1223,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1224,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1225,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1226,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1227,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1228,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1229,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1230,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1231,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1232,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1233,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1234,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1235,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1236,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1237,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1238,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1239,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1240,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1241,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1242,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1243,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1244,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1245,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1246,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1247,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1248,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1249,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1250,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1251,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1252,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1253,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1254,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1255,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1256,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1257,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1258,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1259,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1260,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1261,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1262,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1263,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1264,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1265,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1266,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1267,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1268,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1269,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1270,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1271,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1272,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1273,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1274,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1275,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1276,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1277,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1278,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1279,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1280,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1281,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1282,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1283,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1284,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1285,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1286,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1287,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1288,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1289,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1290,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1291,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1292,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1293,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1294,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1295,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1296,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1297,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1298,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1299,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1300,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
